2023-07-03,443.79,443.13,439.66,438.55,439.66,442.46,446.02,449.56,449.28,450.84,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,0,0,1
2023-07-05,443.13,439.66,438.55,439.66,442.46,446.02,449.56,449.28,450.84,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,0,0,1
2023-07-06,439.66,438.55,439.66,442.46,446.02,449.56,449.28,450.84,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,0,0,1
2023-07-07,438.55,439.66,442.46,446.02,449.56,449.28,450.84,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,0,0,1
2023-07-10,439.66,442.46,446.02,449.56,449.28,450.84,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,0,0,1
2023-07-11,442.46,446.02,449.56,449.28,450.84,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,0,0,1
2023-07-12,446.02,449.56,449.28,450.84,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,0,0,1
2023-07-13,449.56,449.28,450.84,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,0,0,1
2023-07-14,449.28,450.84,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,0,0,1
2023-07-17,450.84,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,0,0,1
2023-07-18,454.19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,448.11,0,0,1
2023-07-19,455.20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,448.11,442.89,0,0,1
2023-07-20,452.18,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,448.11,442.89,439.64,0,0,1
2023-07-21,452.18,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,448.11,442.89,439.64,436.29,0,0,1
2023-07-24,454.20,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,448.11,442.89,439.64,436.29,436.50,0,0,1
2023-07-25,455.44,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,448.11,442.89,439.64,436.29,436.50,439.34,0,0,1
2023-07-26,455.51,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,448.11,442.89,439.64,436.29,436.50,439.34,438.15,0,0,1
2023-07-27,452.49,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,448.11,442.89,439.64,436.29,436.50,439.34,438.15,443.03,0,0,1
2023-07-28,456.92,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,448.11,442.89,439.64,436.29,436.50,439.34,438.15,443.03,436.89,1,0,0
2023-07-31,457.79,456.48,450.13,448.84,446.81,450.71,448.75,445.75,445.91,445.65,448.11,442.89,439.64,436.29,436.50,439.34,438.15,443.03,436.89,439.97,0,0,1
