2023-02-01,410.80,416.78,412.35,409.83,415.19,410.65,407.09,408.04,412.83,412.64,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,1,0,0
2023-02-02,416.78,412.35,409.83,415.19,410.65,407.09,408.04,412.83,412.64,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,1,0,0
2023-02-03,412.35,409.83,415.19,410.65,407.09,408.04,412.83,412.64,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,1,0,0
2023-02-06,409.83,415.19,410.65,407.09,408.04,412.83,412.64,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,0,0,1
2023-02-07,415.19,410.65,407.09,408.04,412.83,412.64,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,1,0,0
2023-02-08,410.65,407.09,408.04,412.83,412.64,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,0,0,1
2023-02-09,407.09,408.04,412.83,412.64,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,0,0,1
2023-02-10,408.04,412.83,412.64,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,0,0,1
2023-02-13,412.83,412.64,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,0,0,1
2023-02-14,412.64,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,391.73,0,0,1
2023-02-15,413.98,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,391.73,389.28,0,0,1
2023-02-16,408.28,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,391.73,389.28,396.11,0,0,1
2023-02-17,407.26,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,391.73,389.28,396.11,389.99,1,0,0
2023-02-21,399.09,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,391.73,389.28,396.11,389.99,393.74,0,0,1
2023-02-22,398.54,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,391.73,389.28,396.11,389.99,393.74,398.91,0,0,1
2023-02-23,400.66,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,391.73,389.28,396.11,389.99,393.74,398.91,392.11,1,0,0
2023-02-24,396.38,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,391.73,389.28,396.11,389.99,393.74,398.91,392.11,393.17,1,0,0
2023-02-27,397.73,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,391.73,389.28,396.11,389.99,393.74,398.91,392.11,393.17,395.75,0,0,1
2023-02-28,396.26,394.74,397.81,404.19,404.47,398.27,398.92,391.56,385.91,385.36,391.73,389.28,396.11,389.99,393.74,398.91,392.11,393.17,395.75,396.49,0,0,1
