2023-04-03,410.95,408.67,407.60,409.19,409.61,409.72,408.05,413.47,412.46,413.94,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,0,0,1
2023-04-04,408.67,407.60,409.19,409.61,409.72,408.05,413.47,412.46,413.94,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,0,0,1
2023-04-05,407.60,409.19,409.61,409.72,408.05,413.47,412.46,413.94,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,0,0,1
2023-04-06,409.19,409.61,409.72,408.05,413.47,412.46,413.94,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,0,0,1
2023-04-10,409.61,409.72,408.05,413.47,412.46,413.94,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,0,0,1
2023-04-11,409.72,408.05,413.47,412.46,413.94,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,0,0,1
2023-04-12,408.05,413.47,412.46,413.94,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,1,0,0
2023-04-13,413.47,412.46,413.94,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,0,0,1
2023-04-14,412.46,413.94,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,0,0,1
2023-04-17,413.94,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,411.59,0,0,1
2023-04-18,414.21,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,411.59,413.01,0,0,1
2023-04-19,414.14,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,411.59,413.01,410.25,0,0,1
2023-04-20,411.88,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,411.59,413.01,410.25,415.23,0,0,1
2023-04-21,412.20,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,411.59,413.01,410.25,415.23,419.23,0,0,1
2023-04-24,412.63,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,411.59,413.01,410.25,415.23,419.23,418.62,0,0,1
2023-04-25,406.08,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,411.59,413.01,410.25,415.23,419.23,418.62,418.79,0,0,1
2023-04-26,404.36,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,411.59,413.01,410.25,415.23,419.23,418.62,418.79,414.09,0,0,1
2023-04-27,412.41,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,411.59,413.01,410.25,415.23,419.23,418.62,418.79,414.09,411.09,1,0,0
2023-04-28,415.93,415.51,410.84,408.02,405.13,412.63,412.74,410.93,412.85,412.13,411.59,413.01,410.25,415.23,419.23,418.62,418.79,414.09,411.09,414.65,1,0,0
